id,for,by,meetDate,meetLocation,type,duration,price,recommended,visitAgain,valueForMoney,overallRatings,venue.description,venue.score,meeting.description,meeting.score,worker.attributes.physical.description,worker.attributes.physical.score,worker.attributes.personality.description,worker.attributes.personality.score,worker.attributes.service.description,worker.attributes.service.score
2631900,I_LOVE_TABOO_,Member Not Active,Saturday 18 July,Bournemouth,In-call,1.5,220,Yes,Yes,Excellent,10,"Met at belle's home, it was clean and easy to find, also good street parking,Belle's house is very easy to find and I felt very safe.",10-Oct,"Belle made me feel welcome as soon as I walked through the door with a kiss and a hug, After we got the business side of things out of the way, All I can say is that Belle has magic hands and is the queen of sucking cock, Belle also does the fetish that I like which will be kept private between me and Belle, so if you want your fantasy's to come true then Miss b Devine is the lady for you, Belle, I had a great night and will see you very soon. Belle never clock watch's either",10-Oct,,,,,,
2631900,I_LOVE_TABOO_,LeroyBadBoymc,Sunday 21 June,Bournemouth,In-call,2 hour(s),£250,Yes,Yes,Excellent,10,"Very clean place and easy to find, very discreet as entrance is at the back of the building which is a car park.",10-Oct,"Miss D, met me at her back door, checked me out, kissed me and breathed in my ear the kind of things that excited me straight away, she told me to strip and proceed to turn me around kissing my neck whilst she stroked my englarging cock. Wow, I jumped in the shower and couldn't wait for our session to start. It all started with being tied up and a collar placed around my neck so she could control me, a big whiff of poppers and I was away, relaxed and excited whilst she sucked my cock in an amazing way for hours, the best part was when she tickled my ass deep inside while sucking me.
As the time was flying by we tried a few more options before she milked my cock like never before. Amazing time with an amazing lady. Next time I'd like to dominate her. Thanks again Miss D",10-Oct,,,,,,
2631900,I_LOVE_TABOO_,Member Not Active,Thursday 7 May,Southbourne,In-call,1.5 hour(s,£220,Yes,Yes,Excellent,9.6,We met at Bell's home. It was clean and easy to find with easy parking. It had a private entrance that was discreet. I felt safe in these surroundings. The bedroom was small but very comfortable and the bed was very comfortable.,08-Oct,"Having dated 4 escorts in real life and having therefore had first hand experience through those relationships of what girls in this job really feel about their clients and what they do and their own experiences, I know that it is impossible to guage whether or not an escort really enjoyed any given date with a client. It is after all a job. What a good escort does of course want is for her client to truly enjoy the experience he has with her. In this Bell is as good as it gets because she fully understands that for the client the experience is to be one of anticipation and fantasy and she truly realises how important it is for her to fulfill that fantasy. This was my first experience with Bell and my ""want"" list was somewhat complicated. Obviously there is a learning curve to go through in perfecting the experience. As I fully intend to see her again I know it will just get better and better.",10-Oct,,,,,,
2631900,I_LOVE_TABOO_,Member Not Active,Tuesday 5 May,Bournmouth,In-call,0.75 hour(,£100,Yes,Yes,Excellent,9.8,"Ground floor flat. discreet entrance. East to find and park on public roads. Very clean.
Residential area that felt very safe.",09-Oct,"Having not visited Miss Divine before and in fact not being very experienced with using the AW service in any capacity; I was a bit nervous of this encounter. I need not have worried. I was made very welcome and her presence puts one at ease very quickly. This is one classy lady and she obviously enjoys her work.

I requested the Spank And Wank service not quite knowing what to expect; despite the title of the service. Kindly but firmly stripped off I was placed on the bed on all fours and basically spanked, fondled, teased, wanked until I could stand it no more!!
It was just what I wanted not too severe and very sexily done: I have not cum like that since I was 16!

At not time did I feel rushed and there was certainly no clock watching or any indication that our time together was being monitored.

A fantastic experience that I can not wait to repeat.",10-Oct,,,,,,
2631900,I_LOVE_TABOO_,chrisleigh,Thursday 12 March,BOURNEMOUTH,In-call,1.5 HOURS,220,Yes,Yes,Good,8.4,"We met in Miss Devine modern, very clean apartment. It was easy to find and discrete. Parking on the road was easy.",08-Oct,"You immediately enter the bedroom through patio doors at the rear of the property. very discrete. Miss Devine was waiting for me. The way she looked got me immediately excited. I knew this woman was going to take full control and I would soon be completely under her spell. She slowly took off my clothes inspecting me as she went to see what she was soon to own. I was then collared and restrained in other ways so that however much I wanted to touch her I was only able to do so at her pleasure. Miss Devine likes to be pleasured though and after taking complete control directed me to how she likes to be pleased. Wow! I had become her sex slave and willing to do anything as commanded. She commanded a lot. She then took me by surprise by gently pushing my limits just a little bit farther. By gently testing me out, she knew how far I wanted to go. Pure pleasure. Thank you",09-Oct,,,,,,
2631900,I_LOVE_TABOO_,Member Not Active,Thursday 30 October,Bournemouth,In-call,1 hour(s),£130,Yes,Yes,Excellent,10,"Met at her flat which was easy to find, safe and secure.
Extremely clean and welcoming.",10-Oct,"Arrived to be met with her dressed exactly as requested looking so incredibly sexy with a wicked smile.
I was ordered to strip and kneel before her where I was then handcuffed with a neck collar being attached feeling nervous but so very very excited knowing that I had already fallen under her control. I licked and sucked her high heel and then proceeded to kiss her georgous boots. I was permitted to lick and smell her gourgous pussy but only through the soft silky thong. I then was ordered to present by arse on all fours facing a mirror where she proceeded to wank and caress my balls alternating with her fingers massaging my prostate.
I was oozing so much precum feeling that I could explode at any moment just so close but not being allowed to cum. She pulled my cock back and proceeded to rub it against the silky smooth thong just so in command reading my every thoughts. This whole process kept going and then she started to fuck me with a vibrator again bringing me so close to orgasm. I thought she would let me cum but then donned a strapon fucking and wanking me to pure ecstasy. She is so so very very good. As soon as I left I felt that I wanted to return to experience this lovely lady and I will.",10-Oct,,,,,,
2631900,I_LOVE_TABOO_,Member Not Active,Wednesday 15 October,Bournemouth,In-call,1 hour(s),£130,Yes,Yes,Excellent,10,"Miss B Divine's flat is accessed discreetly at the rear of a new block. She met me at the rear patio doors, so very discrete, not having to knock at a front door.

This is a completely safe area which is very easy to find.

Miss B Divine's room is beautifully tidy and has a very calming feel with candles and gentle music playing in the background.",10-Oct,"Miss B Divine met me invitingly at her patio doors which led directly into her room.

Greeted by a lovely hug which turned into a sensual cuddle.

She said she didn't normally kiss, but by the end her gorgeous lips were glued to mine. Oh my how soft and gentle they are. A real turn on!

She lay me face down on the bed and gave me a wonderful tantric massage..... Made me so horny that after 20 minutes or so I couldn't keep my hands off her.

Turning over we kissed, she sucked, I stroked, she stroked, it was wonderful.

Got a little glimpse into other services when she held my head back whilst kissing me. Very passionate and made me very horny indeed!

Finally time to lay her on her front while I came really
hard lying on top of her. What an orgasm!

We spooned for an age afterwards. I was exhausted. Such a beautiful body to hold.

Had a lovely chat and learnt a lot more about this beautiful soulful lady.

I think we over-ran but it was not an issue. All in all a fab experience!",10-Oct,,,,,,
2631900,I_LOVE_TABOO_,Member Not Active,Friday 19 September,Bournemouth,In-call,1.5 hour(s,£220,Yes,Yes,Excellent,10,"Easy to find lovely apartment, clean, no problems to park felt safe with the price worth every penny plus more",10-Oct,"This is my second meeting and she just gets better and better if that's possible. I was met at the door with her in sexy underwear where she took instant control kissing, caressing, captivating me. She then instructed me to strip placing a dog collar on me. I then laid on the bed where she used a variety of whips and paddles on my cock and legs. She would then give me the most incredible blow job getting me so close to climax and then back to the spanking testing my limits and then back to the blowjob. This seemed to last forever with me then being blindfolded. I was kept on the edge forever. During this time she would caress me, stroke my balls and kiss me. She then started to ride my rock hard cock again whipping me and spanking me. She played with my arse and then allowed me to fuck her from behind, then stop and more spanking and then more sex. It was the best experience ever, she is so sexy, naughty and controlling you have to experience her. I can't wait until the next time when she has promised to fuck me.",10-Oct,,,,,,
2631900,I_LOVE_TABOO_,Member Not Active,Wednesday 10 September,Southampton,Out-call,10 hour(s),£800,Yes,Yes,Excellent,10,"An out call to my home in Southampton, I will spend time with her soon, however I call her and she usually comes to my home.",10-Oct,"I booked my favourite girl again today, i seen this gorgeous girl twice already, she comes to my home in Southampton, what a beautiful personality she has, rare to find in this business, I have seen other girls in the past, but this one is by far the best ! She is friendly, entertaining, great girl who is capable of mature conversations as well as performing some rather exquisite techniques & skills. She is very very easy to get on with, never rushes our time together, we always have 2 hours & a truly lovely person to spend time with. I am always happy with our time together & always look forward to our next. If i could afford it, i would have her with me every night! Miss B Divine , is a beautiful , elegant, woman, I love my time with her, and would highly recommend to for any service.",10-Oct,,,,,,
2631900,I_LOVE_TABOO_,Member Not Active,Monday 8 September,Bournemouth,In-call,1 hour(s),£130,Yes,Yes,Excellent,10,Easy to find. Lovely flat with a discreet entrance in a quite road. Felt very safe.,10-Oct,"This is the second time i have visited B Divine,
The first time i just had a normal session with her and that was very nice and sexy & sensual
I enjoyed our session very much
This time i wanted to go a little bit further, so i contacted her telling her what i wanted
' a nice kinky session of humiliation, being tied up, face sitting etc '
WOW , she blew my mind!!! Absolutely incredible , and better than i could ever believe!!!
I originally booked an hour session but we spent 1.5 hours of pure sexy face slapping, face sitting, strap on , anal finger play spanking and just pure ecstasy!
I will be seeing this amazing girl again soon, her skills are second to none, and I highly recommend anyone who has certain kinks to get in touch, she will literally blow you away! Thanks Miss B, looking forward to my next visit.",10-Oct,,,,,,
2386003,rubberlust,katie_boots,Friday 20 July,London,In-call,1,200,Yes,Yes,Excellent,10,"Mistresses apartment is very comfortable, clean, inviting and discreet. Mistress was very helpful in getting me to the right place.",10-Oct,I have never seen a Mistress before and today's experience lived up to all my hopes and dreams and more. If you have any secret desires to explore I cant recommend her enough. Don't be afraid to call her and talk about your secrets (she'll talk to you normally - so don't worry about a dominatrix intimidating you down the 'phone!) - I had one of the most special moments in my life today - I cant believe I left it so long. I'll be going back and taking it further. I took up the offer of a shower afterwards which was clean and just what I needed! Nothing felt hurried and Mistress clearly enjoys what she does and wants you to as well. I don't think anything you could possibly say to her would shock her. Just remember to treat her with respect and you will have the time of your life. :-),10-Oct,Mistress is even more gorgeous in person than in her pictures - she really is the stuff of fantasies - I was well and truly under her spell!,10-Oct,"Mistress is professional, kind and charming but gets into her dominant character very naturally and I soon relaxed into my submissive role.",10-Oct,Mistress fully lived up to my requests and even sent the session in different directions to see what I liked or disliked (but all based around the initial chat we had). Perfect for a first timer!,10-Oct
2386003,rubberlust,Member Not Active,Monday 18 January,Banbury,In-call,1 hour,150,Yes,Yes,Excellent,10,"Met in Miss C's chambers in Banbury - an easy to find, discreet location with off-street parking.

The chambers were incredibly clean and well stocked with a cornucopia of toys and implements for Mistress to use.",10-Oct,"I believe that Mistress genuinely enjoys this job, and this is reflected in the incredible, seamless manner she slipped into the role that I craved in the session.

I requested humiliation (especially extreme verbal abuse), being spat on and face-slapping and I was not disappointed. I was dominated by a creative, intelligent and wicked Woman, and loved every minute of it. Her creativity with a simple blindfold was a wonder to experience.

Following an intense session I was offered a shower which I gladly took, and as mentioned above - a friendly chat as I dressed and re-composed myself.

Miss C is truly a goddess, worthy of any mans worship. I highly recommend her to any BDSM or D/s enthusiast and I hope to see her again soon - in future meetings I hope to explore my submissiveness further with her and see some of my limits tested further.

All in all this was a perfect first session which has left me wanting more.",10-Oct,"Mistress towered above me in her heels, a truly beautiful woman who's pictures cannot possibly do her justice.",10-Oct,"A brief chat prior to the session revealed a friendly, warm person with a genuine interest in making the session as perfect as it could be. I was put completely at ease and she was very patient as I clumsily attempted to articulate my innermost desires.

Mistress then slipped seamlessly into the domineering-humiliatrix I craved for the session.

Following the session Mistress once again became all smiles and friendliness.",10-Oct,"I requested humiliation, and that is what I got in spades. Mistress has a fantastic, creative mind and it is clear that she is an expert in all the forms of domination listed on her profile.",10-Oct
2386003,rubberlust,SmoothCriminal83,Friday 9 October,London,In-call,1 hour,£200,Yes,Yes,Excellent,9.6,"Very discreet flat, easy walk from Earls Court. Clean, quiet, easy to find. Very discreet entrance meant I could slip in an out without drawing atention.",10-Oct,"Having met with two escorts before who both offered domination services, but turned out to be dreadful, I knew I'd need to do some homework to get the experience I wanted. RL seemed to know exactly what ticked my boxes and pushed me to limits I didn't know I had. It began with some whipping and a caning session while tied to her upright rack, I would have tried to beg her to show some restraint but the ball gag in my mouth made this rather impossible :) She then untied me and led me to her purpose-built bench where she cuffed me securely and proceeded to spend around twenty minutes fucking me senseless with a strap-on, she seemed to really enjoy the power she had over me and it made for a frankly incredible experience - she really knew how to tease me to the point of no return.",10-Oct,"Stunning lady...well over six feet in heels, jaw-dropping figure, endless legs and statuesque features.",09-Oct,"Very professional service - she's a very attractive charming lady with a wicked, naughty streak and plays the part effortlessly well. She thoroughly enjoys her job and this really shone through in the time I spent with her.",09-Oct,"I sent a fairly detailed email prior to the meeting beforehand with details of what I was looking for and she pretty much delivered it to a tee.
I was really looking to see how far I could be pushed and she did exactly that. There's nothing misleading about her profile, everything detailed there was on offer and she takes a very professional approach. It's worth mentioning that she's not an escort offering domination as a sideline, and doesn't pretend to be. Her rates aren't cheap, but definitely value for money.",10-Oct
2386003,rubberlust,tanwenuk,Sunday 20 September,Banbury,In-call,90 mins,-,Yes,Yes,Excellent,10,"Rubberlust has a very well equipped dungeon located in a discreet flat with easy acces from the M40 and plenty of parking. Rubberlust is absolutely stunning. I am 6ft tall, yet she towered above me in her heels. Her photos don't do her justice and she was dressed in latex that enhanced her already amazing figure.

After a relaxed introduction and chat we had a very intense session. I had given rubberlust an outline of what I was into and she developed that into what was for me the perfect session.",10-Oct,"Rubberlust seemed to genuinely enjoy the session too, and I will certainly go back in the near future.

I felt it was excellent value for money, and a shower was available if required.

Her dungeon is very well equiped and clean and tidy.

Before the session we had a glass of wine and got to know each other a little. I was also able to clarify a couple of things about my preferences

What particularly struck me was her ability to judge how far to go, without me having to say anything. It was the perfect balance between suspense, discomfort and sensuality. And she is incredibly sensual, which in my experience is quite rare in specialist Dommes.

Sometimes after a session I can feel spent, but I was so turned on I could have done it all over again. That doesn't mean I wasn't fully satisfied. I had an amazing orgasm that Rubberlust made sure lasted for as long as possible.",10-Oct,"Rubberlust is tall, slim and very attractive. She wore a sleeveless latex catsuit with a low neckline revealing her intoxicating breasts.",10-Oct,"Very friendly and easy going. I felt in good hands, very safe and relaxed immediately.",10-Oct,Moderate CP and CBT. Anal play and sounding,10-Oct
2386003,rubberlust,Member Not Active,Thursday 5 March,London,In-call,2 hour(s),£210,Yes,Yes,Excellent,10,A wonderful dungeon in discrete and secure surroundings. Very easy to find and a stones throw from main tube station. Very discrete entrance and exquisitely equipped with the many wonderful tools of her trade.,10-Oct,"Simple....2 hours of absolute fucking perfection. On arrival we chatted like old friends, enjoyed some wine and then I was ordered to strip naked so that a chastity device could be applied. Here I hit a problem....very difficult to remain soft when Mistress Chatterley is in front of you and you are trying to squeeze your ample member into a chastity device! Eventually squeezed into it and immediately I expanded to fill it as she brushed her latex clad body against me....ouuuuffff! Made to worship her boots and arse and teased mercilessly by her tongue (this is a weapon gentlemen which the lady can apply with meticulous skill to set you off!) Some DFK and lip biting as well as teasing before it was time for me to get plugged. Plenty of lube applied to the butt plug and Mistress ""encouraged"" it into me. Continued boot, arse, body and breast worship before some CBT with electrics which nearly sent me over the edge! Sure there was a load of other stuff that happened but I was in absolute Nirvana as she applied her wicked tongue and mouth to me. Restrained on her bondage bench in the rubber bag and milked of my load through a combination of Mistress' skilful hand, mouth, several devices before being ordered to cum. No word of a lie here but it felt like gallons came out of me! Offered a shower to cool down which I availed myself of and another refreshing glass of wine. Absolutely no clock watching. Gentlemen (and ladies, which is a very enticing thought!) this is the UK's ultimate dominatrix, going through life without experiencing at least one session with her is unfathomable. If you don't believe me, book one session to find out....you won't regret it!",10-Oct,"MC's pictures simply cannot capture her innate sensual nature. It goes without saying that she is absolutely stunning, I doubt few men would find it hard to resist such a statuesque, firm bodied, beautiful, sensual and sexual dominatrix with amazing breasts and never ending legs....especially one who is adorned in latex and crotch high boots!!! When she opens the door I can absolutely guarantee you will be lost for words...#milfdomme",10-Oct,If Mistress Chatterley can't put you at ease then you have something fundamentally wrong with you! Such a warm character she is able to build instant rapport and sustain this throughout every session you have. Her personality oozes sensuality and she judges the mood of the session with perfection. We chatted easily and comfortably before session starts and had a nice glass of wine to lubricate things!,10-Oct,"The list is long....but oh so very enjoyable. Partook of some boot and arse worship (oh such a wonderful bottom!), butt plug action, chastity, electrics, bondage, pussy worship, rubber bag, milking......sure there was a lot more but I was in experiencing agony and ecstasy for 2 hours and as a bloke I can't multi task!! Expertly delivered by the UK's finest Mistress.",10-Oct
2386003,rubberlust,clive271060,Wednesday 18 February,London,Out-call,3,-,Yes,Yes,Excellent,10,"Liaison took place at Mistress C's London Dungeon, two minutes walk from Earls Court tube station. Clear instruction given and very easy to locate. The interior was normal dungeon decor, fitted with many item of equipment designed to put you in very compromising and restrictive positions and many toys to play with. At all times I felt very safe. Shower facilities available.",10-Oct,"I'm not one to go into full details of a session as such is personal between myself and Mistress C. Needless to say being restricted, dominated and made a plaything of a beautiful rubber goddess is something every man should try at least once in their life (for me certainly more than once). The session was erotic and at times challenging, but that is as it should be. I certainly enjoyed myself and I hope Mistress C did too and l look forward to my next visit when I hope to worship that stunning body a little bit more. Mistress C is the real deal so do not hesitate to visit her, you will not be disappointed! Offered and showered after the session and relaxed and talked with Mistress C over a cup of coffee before I departing into a rainy London with a big smile on my face. Certainly no clock watching.",10-Oct,"Mistress C is a amazon beauty. Tall with endless legs and a fantastic figure, especially those breasts. As requested dressed head to foot in very tight and shiny latex which accentuated all of her exceptional physical attributes. Looked very sexy and dominant.",10-Oct,"Mistress C was at the outset very friendly and easy to talk to about likes and dislikes which made you feel very much at ease. In session changed to a sensual dominatrix, who left you with no illusion as to who was in charge. Just as it should be!",10-Oct,"As a heavy rubber and bondage fetishist, I let Mistress C dictate the proceeding as I enjoy the unexpected. Obviously she is very experienced in this field and soon took me into subbie heaven, just where I wanted to go!",10-Oct
2386003,rubberlust,Member Not Active,Tuesday 4 November,Banbury,In-call,2,210,Yes,Yes,Excellent,10,"Mistress C's place is absolutely discrete, impeccably clean, so easy to find with plenty of parking and in a very safe area. A very well equipped premises and you can be assured of m'lady's discretion.",10-Oct,"Another absolutely fantastic 2 hours with Mistress C. The things she can do defy belief. She forced my cock into a rather tight metal chastity device (very hard to stay soft when she is holding your member in her hand!). Several minutes of latex and boot worship followed before I was ordered onto the bench, hooded, tied up and a most stimulating electric butt plug was put to use on me. All the while Mistress C stays close running her hands over the rather sensitive parts of the male anatomy and putting her soft lips (and teeth) to use on my nipples. Chastity device off and Cock pump applied, more anal and prostate play was followed by plenty of breast worship (have I told you about her perfect breasts??!!) before some cock trampling. Eventually I was allowed release onto her perfect shiny black boots (and there was a lot!) Feeling like I had been drained of my life force I dragged myself up and we had a lovely post session chat before I took a quick shower. Absolutely no clock watching, pure professionalism by Mistress C and she really enjoys her chosen profession. She has a real passion for it and every session just gets better and better. People - make sure you treat this Goddess as she deserves - like a Goddess!",10-Oct,"If you are looking for a tall, elegant, sexually dominant, perfectly proportioned goddess with exquisite firm breasts, legs which extend for miles, a delectably juicy arse and looks of a catwalk model and more then look no further than Mistress C. How she is not more widely known is beyond me! She greeted me wearing black latex trousers, a shiny black corset which pushed her gorgeous breasts to the fore. Oh and a pair of shiny black, pvc, crotch high boots with a 6.5inch heel (which I had bought her..no need to thank me!) I nearly fainted at the sight - out-fuckingly-standing!!",10-Oct,"Mistress C is such a genuinely nice person and greeted me in a warm and compassionate way with a soft and tender kiss...mmmmmmmm, those lips. We chatted as usual about a lot of things (including those amazing crotch high pvc boots and that wicked heel) before she stood up in front of me, told me to get naked (no quarrels there) and proceeded to make me admire her exquisite latex clad form as she decided upon which instruments of pleasure and pain to use on me.",10-Oct,"Everything which is on Mistress C's Like list is available. I availed myself of some chastity torment, anal play, tie and tease, boot worship, latex worship, breast worship (they are seriously addictive, firm and Mistress C really loves her nipples licked!!)",10-Oct
2386003,rubberlust,Member Not Active,Saturday 13 September,London,In-call,2,300,Yes,Yes,Excellent,10,"Met at Mistress C's London dungeon which is exceptionally clean, discrete and a short walk from Earls Court tube. Very easy to find with a discrete and private entrance. Immediately felt welcome and safe on entering. Excellent communications beforehand. All of the equipment and tools of her trade are exquisitely clean and it is evident that Mistress is a consummate professional. I was offered a drink and we had a chat on her sofa before the next 2 amazing hours commenced!",10-Oct,"This was without doubt the best session I have ever had. After I managed to come around after being met by Mistress at the door and we had chatted I was soon to experience nirvana. Mistress placed a strap around the base of my cock and commented very positively on its length and girth. However this didn't stop her giving it a few good slaps before forcing me to my knees and directing me to lick her boots and shine her latex catsuit with my tongue. When I had done this to her satisfaction I was dragged up and bent over her bench. Mistress tied me down and began to slowly tease my tight rosebud arsehole with lubed fingers at first and then slowly with a toy. Whilst doing this she pressed her firm latex clad body against me and the sensation of her concurrently squeezing my cock had me nearly cumming. She recognised this and immediately stopped whispering in my ear that I wasn't to cum until I had her permission. With a toy slowly slipping into my arse she began again to squeeze my cock, this slow wanking went on for 15 merciless minutes and each time I was close I was denied my orgasm. Eventually I was untied and made to worship Mistress C's perfectly firm and round breasts (these are seriously addictive) and her wonderful nipples. It is clear that she loves her nipples being worshipped and I gladly obliged alternating between them whilst rubbing my cock against her latex clad body. Eventually I was allowed release and huge spurts of cum let fly onto her boots and catsuit. Luckily my tongue was on hand to clean it up after! Much more happened in session (all absolutely amazing) and I got write a treatise on just how perfect Mistress C is in session. I think Mistress C genuinely enjoyed using and abusing me and I cannot wait to organise my next session ASAP. I was offered a shower and drink afterwards and there was no sign of clock watching at all. This Goddess is not only stunning in all aspects but clearly a consummate professional. She should be treated as such and is a true rose in a garden of weeds. Words cannot describe how eager I am to return!",10-Oct,10 out of 10 is not enough to describe the physical beauty and alluring nature of Mistress C. As I entered her domain and my eyes adjusted to the light I was mesmerised by a statuesque (6' +) elegant and perfectly proportioned blonde haired Goddess stood before me. Mistress C's body is absolutely amazing and she obviously looks after it. She was dressed in a black shiny latex catsuit and her perfectly firm and formed breasts strained underneath it. She was wearing a pair of thigh high boots and towered above me in such a sensual yet dominant way. Mistress C is exceptionally beautiful and has such amazingly soft lips. The pictures on her page don't do justice to her beauty but also fail to capture her pure sexuality and dominance when you are stood (or knelt) in front of her. My heart certainly increased in pace after the first few seconds of being in her presence.,10-Oct,Mistress C has personality in abundance. On meeting she was exceptionally friendly and sets you at ease straight away. She takes time to get to know what you like and don't like. Before the session we chatted like old friends and none of it was forced in anyway. In session Mistress is able to move seamlessly from strict dominatrix to sensual mistress and back again. It is a whirlwind and exhilarating experience be in her presence and under her control! After the session we again chatted about a range of things including what she was planning to do with her website. Mistress C clearly enjoys spending time with her clients and building up rapport and trust such that the session is markedly enhanced. It is this that sets her apart from others in her profession.,10-Oct,I availed myself of a latex and boot worship session in which I was granted the privilege of cleaning Mistress C's latex catsuit and boots with my tongue and other body parts! I was mercilessly teased and denied orgasm on several occasions which was both agony and ecstasy in the same measure. All services on her profile are available.,10-Oct
2386003,rubberlust,Johnmalcolm1982,Saturday 19 July,london,In-call,1 hour(s),£170,Yes,Yes,Excellent,9,earls court in a very discreet apartment it was very easy to locate and i managed to get a park right next to the apartment! felt safe and private great location!!!,10-Oct,"There was no rush and i stayed for a shower after the date. There was nothing fake about this lady getting hot just remembering the experience!!
such a shame i live in Australia or i would be there every week!!! Her outfit was amazing a real turn on she knows what buttons to push that is for sure!! The apartment was like an adult candy store full of naughty fun toys wish I had been able to stay longer to play with some more of them! The grande finale was the sybian wanking machine which I had been looking forward too! she operated it so well and made me cum so hard!! I cant wait to go back to the uk to play some more i cant rate her highly enough!! Her Friendly and bubbly persona made for no awkward moments only hot and sexy memories!!",05-Oct,AMAZING!!! Tall with amazing figure huge sexy bust a good looking sexy lady!!!! she had on the most incredible rubber outfit that blew my mind!!!,10-Oct,very friendly and took control in a gentle sexy manner which was great as I as a little nervous amazing kisser!!!!!,10-Oct,She tied me teased me and led me to the most intense orgasm with her sybian wanking machine wow!!!!!!,10-Oct
358631,ParisB,Member Not Active,Monday 9 September,Heathrow Airport Hotel,In-call,1 hour,120,Yes,Yes,Excellent,10,"Met at a 4 star hotel near the airport, very good hotel with easy parking at a reasonable cost. No problems with reception and allowed directions straight to the room",10-Oct,"A truly great experience. a very beautiful and well presented lady. Shower facilities available before and after. No rushing at all, I gave her a lot of oral, and she has a very attractive and sweet tasting pussy. Tits are big and just right with responsive nipples. She sucked me for ages then went cowgirl for a while, then finished me off removing the condom the more oral. Sucked my entire load out while I enjoyed more pussy eating with her on top, 69. After this a sexy massage then over again for more oral, It came up but nothing left for round 2, despite her great efforts. Still no clock watching and no rushing. Gave the impression that she enjoyed the sex as much as I did.Will definitely try to see her again.",10-Oct,,,,,,
358631,ParisB,justme201456789,Friday 27 October,wetherby,In-call,1 hour,120,Yes,Yes,Excellent,10,"met with good directions at a hotel at Wetherby , you could go through door, take turning ,so not near entrance desk, then lift.
so very easy to find, big car park and felt totally safe",10-Oct,"ok so we met and good clear directions, had confirmed what i was looking for, my first time with a lady mixed/ebony and as the saying once had you would never change, , she looked so sexy and great figure and underwear and once removed wow what breasts and nipples, she played with self which was well so lovely, i was offered a shower but had one earlier. i never seen her look at clock and we ran over. i had looked at meeting previously but she was to far away, i would say she was amazing so sexy and her legs were nice and stockings really turned me on . All i can say is i would meet definitely again and again and again
wow she is so nice and sexy and well hope to see you again soon
thanks for a wonderful time, i left feeling like a million pounds x",10-Oct,,,,,,
358631,ParisB,Cagmag,Monday 16 October,Taunton,In-call,1.5 hours,£180,Yes,Yes,Excellent,10,It is a very good venue and I have met another escort there in the past.,10-Oct,"It was clear to me that it was going to be an outstanding meet from the moment that I arrived and I know that’s Paris enjoyed my company as much as I did hers because she said so. After the initial meet and greet we sat on the bed to get to know each other and it got off to an excellent start because there was synergy from the outset. We begat to kiss and caress then Paris began to show me her assets with her sexy movements, before revealing her beautiful body. She invited me to do the same and we got on the bed so the fun could begin. I won’t go into all the detail of our meeting except to say Her oral skills were outstanding in fact the best I have ever encountered and she invited me to cim which I willingly obliged. Oh such bliss!!
I was not offered use of the shower facilities, but we were in a very clean modern en-suite hotel room, so it was obvious that I could have used the shower if I had wished to do so.

Paris was ready when I arrived. She did not watch the clock and in fact we over ran our time by 15 minutes because we were enjoying each other’s company so much.",10-Oct,,,,,,
358631,ParisB,wortiger,Friday 29 September,Leeds,In-call,2 hours,200,Yes,Yes,Excellent,10,"Upmarket city centre hotel located 2 minutes walk from the train station and ample car parking opportunities nearby.

Paris had texted hotel access which were precise and useful, straight through to lifts up to the room.

Hotel was excellent and in a very safe location.",10-Oct,"Paris had been on my wish list for many years but our paths never seemed to pass so was determined to meet thus incredible lady before it was too late.

Excellent communications from the moment I sent an email asking about availability. Subsequent contact was via text and verbally by phone through to date of meeting.

Meeting was booked for 11.30am, and I arrived a little early but this was not a problem and soon I was in the room with Paris. The first thing I did was pick my jaw up off the floor as Paris is stunning and was greeted with the longest French kiss in history. We had a quick chat before being offered shower facilities which I gladly received.

The next two hours quickly passed. I was sat on the edge of the bed in a towel and enormous hard on whilst Paris performed a very slow seductive strip tease where hands on participation was actively encouraged whilst Paris ground down on to my crotch area making me even more aroused.

After slipping out of exquisite black lingerie it was a toy show, again with active participation using dildo and fingers. Mmm tasted so good.

What followed was amazing blow job to die for with cim and swallow and then probably the best body to body massage I have ever received, and living part of each year in Thailand I have received a few.

Paris is insatiable and always puts the gents needs before her own. No sense of clock watching and was always willing for round 2, no matter what that might have been.

Paris is utterly amazing. We talked like we had known each other for years. Books, travel, detachable strap ons!!!

Thank you for an amazing time. Lets not leave it so long till next time",10-Oct,,,,,,
358631,ParisB,Areg429,Saturday 26 August,Bristol,In-call,1 hour,£120,Yes,Yes,Excellent,9.8,Paris' apartment is conveniently located adjacent to safe pay carpark in central Bristol and was very easy to find with her directions. Her place was very tidy and her entertainment room decked out with costumes and props. Entrance was private and felt safe in the surroundings there.,09-Oct,"Was met at the door by Paris in her sexy little black dress and heels and shown through to boudoir. I had quick shower and met het in the in my towel. she had brought a welcome cold drink up for me as well. Lap dance and stripping followed by some oiling of her fantastic tits in preparation for an oily tit wank followed by oral both ways. Had to have both cowgirl and reverse cowgirl to get the benefit of both views! Followed by a great massage and bj with cim to finish. In all a perfect meet.

I definitely felt Paris enjoyed our time together and took great pride (and commitment) in her task to get me to me for a second time. Would have been so easy to have just chilled but she was determined to make it happen.

Offered a shower afterwards too but declined.

Definitely not a clock watcher. The sex experience lasted a good hour and we chatted generally for some time after too.",10-Oct,,,,,,
