id,for,service,type,by,date,role,description
806956,806956,Escort,Positive,1604100,20/12/2017 18:01,Seeking Services,"Great time spent with great girl,fantastic body knows how to make you feel comfortable and welcome"
806956,806956,Escort,Positive,196005,12/06/2017 17:32,Seeking Services,Fantastic time with beautiful lady
806956,806956,Escort,Positive,844087,24/11/2017 19:16,Seeking Services,"Lovely lady, great figure and great service. Thanks x"
806956,806956,Escort,Positive,1268305,20/11/2017 13:07,Seeking Services,What a lovely and sexy woman. Had a great time and would definitely see again. 2hrs flew by. Treat her well chaps
806956,806956,Escort,Positive,7055,20/11/2017 09:11,Seeking Services,A lovely time spent with a real beaut...A real pleasure.xxx.Thanks K.xx
806956,806956,Escort,Positive,459274,13/11/2017 18:49,Seeking Services,Cool time with a fun lady :)
806956,806956,Escort,Positive,906410,11/07/2017 15:31,Seeking Services,Fab time with the very engaging British Katrina. Until the next time. Xx
806956,806956,Escort,Positive,3821025,10/03/2017 21:59,Seeking Services,Great girl and excellent attitude. Had an amazing time. Till next time...
806956,806956,Escort,Positive,3251162,10/02/2017 22:56,Seeking Services,"Had a fantastic half hour with Katrina. Beautiful, Sexy, friendly, great company and amazing service"
806956,806956,Escort,Positive,Member Not Active,10/02/2017 18:23,Seeking Services,Super relaxed session. Great GFE sex & those boobs and booty are knee-weakening! xx
806956,806956,Webcam,Positive,Member Not Active,20/04/2017 16:12,Seeking Services,Great show with a very sexy lady
4771672,4771672,Escort,Positive,2146284,12/01/2019 16:27,Seeking Services,"Lovely to see Evelyn again - intelligent, natural and very sensual. Go with her flow, respect her do's and don'ts and you should have a great time with her."
4771672,4771672,Escort,Positive,3407002,25/11/2019 18:53,Seeking Services,Another Amazing time with the fun and sexy Evelyn.
4771672,4771672,Escort,Positive,3848025,15/11/2019 21:14,Seeking Services,Wow strongest orgasm of the year!!! Amazing feeling to come straight out of heaven
4771672,4771672,Escort,Positive,4057542,11/11/2019 23:30,Seeking Services,"Great meeting, beautiful woman with a welcoming and friendly personality, already planning next meet x"
4771672,4771672,Escort,Positive,2903298,11/08/2019 21:02,Seeking Services,Wow what a fun and naughty session with the beautiful sexy Evelyn who is a real expert. Thank you for making me a happy man xx
4771672,4771672,Escort,Positive,42253,30/10/2019 12:12,Seeking Services,"Good communications, very accommodating and likes are accurate. Great girl next door type. Will be seeing again."
4771672,4771672,Escort,Positive,1881933,15/10/2019 23:13,Seeking Services,"Sweet girl, lovely relaxed personality, will visit again."
4771672,4771672,Escort,Positive,3611214,10/11/2019 23:09,Seeking Services,"Great experience, beauty woman, warm and seductive smile"
4771672,4771672,Escort,Positive,4473190,30/09/2019 16:38,Seeking Services,Another lovely hour spent with the gorgeous Evelyn. Great GFE. Highly recommended.
4771672,4771672,Escort,Positive,1871236,18/09/2019 22:58,Seeking Services,"A wonderful, relaxing time with a gorgeous woman. Took complete care of me, just wonderful!"
4771672,4771672,Escort,Positive,1978274,13/09/2019 21:59,Seeking Services,Evelyn is truly breath -taking pretty and sexy- - she also has an impeccable body and personality
4771672,4771672,Escort,Positive,3949424,09/11/2019 11:40,Seeking Services,What an incredibly beautiful and talented girl! I have an amazing time and could have stayed forever worshiping her amazing body! Love to you..and little Mya!??
4771672,4771672,Escort,Positive,4751260,09/09/2019 13:06,Seeking Services,"My second visit to see this gorgeous woman. Stunning, attactive and a great kisser! xx"
4771672,4771672,Escort,Positive,5230810,09/08/2019 12:46,Seeking Services,WOW. I had the most amazing time with Evelyn & I will be back. Definitely an Angel & Devil. Perfect!!
4771672,4771672,Escort,"Feedback
Only",4755433,09/07/2019 16:38,Seeking Services,Had an amazing time with lovely Cherry. Look forward to next time babe x
4771672,4771672,Escort,Positive,19691,09/04/2019 09:33,Seeking Services,"Wow, I had the most amazing time with this lovely lady and we both enjoyed our time together."
4771672,4771672,Escort,Positive,3453968,09/01/2019 15:04,Seeking Services,"Fantastic time with beautiful & sexy Evelyn. Good comms, very nice incall apartment, wonderful girl"
4771672,4771672,Escort,Positive,716224,30/08/2019 17:33,Seeking Services,"Great time with Evelyn, lovely personality and extremely sexy! Good comms and all went well. Thanks! xxx"
4771672,4771672,Escort,Positive,5382181,29/08/2019 12:43,Seeking Services,Fantastic time spent with Evelyn. Highly recommended and will see again
4771672,4771672,Escort,Positive,457712,28/08/2019 22:22,Seeking Services,"Very beautiful sexy lady who showed me an amazing time, can’t wait to see again."
4771672,4771672,Escort,Positive,4081381,27/08/2019 15:04,Seeking Services,At last I get to meet this gem. A delightful time spent with Evelyn and to be repeated soon. Thank you. xxx
4771672,4771672,Escort,Positive,5143887,24/08/2019 22:26,Seeking Services,"Had a great passionate GFE with Evelyn. Beautiful smile, bubbly personality and amazing breasts!!"
4771672,4771672,Escort,Positive,3407002,22/08/2019 21:42,Seeking Services,Amazing time with this fun and sexy lady. thank you for the fun time.
4771672,4771672,Escort,Positive,1949709,07/02/2019 15:34,Seeking Services,"Amazing time with a cute, sexy and naughty girl. definitely recommended."
4771672,4771672,Escort,Positive,1219412,07/02/2019 09:56,Seeking Services,"Amazing hour with this beautiful lady, great kisser and unforgetable moments xx thanks"
4771672,4771672,Escort,Positive,4473190,27/06/2019 20:37,Seeking Services,"Wow x 2! Delighted to see Evelyn again, just as wonderful as ever. 11/10"
4771672,4771672,Escort,Positive,Member Not Active,25/06/2019 20:55,Seeking Services,Had a great time with a lovely lady. Very warm & welcoming. Lots of fun. Niesamowity!
4771672,4771672,Escort,Positive,3313137,16/06/2019 17:50,Seeking Services,"A wicked laugh and a lovely smile, I had a super-fun time. Thanks so much!"
4771672,4771672,Escort,Positive,3587914,15/06/2019 19:10,Seeking Services,"Evelyn has a great personallity and amazing oral skills, her gfe service is unique, I can't wait to see her again, highly recommended !!!"
4771672,4771672,Escort,"Feedback
Only",4751260,06/10/2019 12:02,Seeking Services,Gorgeous girl! Amazing body! and great taste in music! Will definitely see her again soon Xx
4771672,4771672,Escort,Positive,797906,05/04/2019 14:14,Seeking Services,"An amzing, sexy and passionate lady. Great time, again. See you very soon xxxxx"
4771672,4771672,Escort,Positive,Member Not Active,05/03/2019 15:06,Seeking Services,"Wow. Gosh, wow. Amazing time with a lovely person. Thank you xxx"
4771672,4771672,Escort,Positive,2625286,05/01/2019 20:42,Seeking Services,amazing as always xx
4771672,4771672,Escort,Positive,4957982,19/04/2019 15:16,Seeking Services,"Meeting Evelyn was even better than I could have imagined. Kind, friendly, generous, beautiful and a goddess in the flesh. A true gfe, highly recommended"
4771672,4771672,Escort,Positive,4835300,04/11/2019 14:21,Seeking Services,Had a wonderful hour with Evelyn. She is sensual passionate and very sexy. Hope to return soon xx
4771672,4771672,Escort,Positive,560311,04/09/2019 11:11,Seeking Services,Had a wonderful sensual time with Evelyn. Fantastic GFE. See you soon XX
4771672,4771672,Escort,Positive,5014382,28/03/2019 22:09,Seeking Services,"Very welcoming , super figure and great fun GFE .Good company , look forward to a future booking ."
4771672,4771672,Escort,Positive,3596060,03/10/2019 16:02,Seeking Services,Always an amazing passionate experience with a beautiful and sensual woman. The sex was just incredible couldn’t get enough of her xxxx
4771672,4771672,Escort,Positive,4929601,03/05/2019 05:56,Seeking Services,Lovely girl who knows to give extreme pleasures. It was incredibly pleasurable session. See you soon..!!
4771672,4771672,Escort,Positive,4924565,27/02/2019 17:55,Seeking Services,Evelyn is lovely and friendly . She provided an excellent service. I will be back.
4771672,4771672,Escort,Positive,4473190,27/02/2019 15:35,Seeking Services,"Wow. Great time had with a lovely woman. GFE to die for. Friendly and gentle, and sexy and fun. Beautiful too. A real pleasure to be with."
4771672,4771672,Escort,Positive,2625286,21/02/2019 18:30,Seeking Services,i had an amazing time with this very pretty woman so sexy cant wait until my next visit xx
4771672,4771672,Escort,Positive,2223438,02/06/2019 20:26,Seeking Services,"A lovely time with a friendly, sweet, sexy lady, definitely recommended, thanks Eve, XXX"
4771672,4771672,Escort,Positive,5061362,02/06/2019 17:38,Seeking Services,"A lovely, warm and kind lady, thank you very much."
4771672,4771672,Escort,Positive,2146284,02/06/2019 06:34,Seeking Services,"Fabulous GFE with Evelyn - intelligent, classy and very sensual. Beautiful in mind, body and soul. A gem to cherish and keep seeing. Thank you!"
4771672,4771672,Escort,Positive,343099,29/01/2019 06:56,Seeking Services,"Thoroughly enjoyable meeting with a very lovely young lady, I recommend highly. Thanks Evelyn xxx"
4771672,4771672,Escort,Positive,2998941,28/01/2019 12:46,Seeking Services,"Excellent meeting with a charming and beautiful girl, Will defo visit again. x"
4771672,4771672,Escort,Positive,Member Not Active,23/01/2019 16:25,Seeking Services,"An exceptionally lovely time. Such a sexy and sensual lady, had the most amazing 69 amongst other fun. Will be meeting again soon :)"
4771672,4771672,Escort,Positive,Member Not Active,18/01/2019 19:12,Seeking Services,A genuinely sexy and lovely lady. Looking to meet with on a regular basis.
4771672,4771672,Escort,Positive,4277393,01/11/2019 10:25,Seeking Services,"2nd visit, great time with a passionate, lovely lady with the best tits in London (IMHO). Asks what you want, and over-delivers."
4771672,4771672,Escort,Positive,7852,01/08/2019 16:26,Seeking Services,Very nice time with this pretty lady
4771672,4771672,Escort,Positive,3792576,20/12/2018 22:54,Seeking Services,"It was my second vosit of that lovely lady, and I can confirm that she offers most amazing gfe ever"
4771672,4771672,Escort,Positive,2772220,14/12/2018 10:34,Seeking Services,I just can't get enough of Evelyn. It's that real girlfriend experience filled with passion and it's truly amazing. Thank you baby xxx
4771672,4771672,Escort,Positive,247150,12/07/2018 17:23,Seeking Services,Evelyn is a gorgeous young lady in every way i had an amazing time with her she really is one of the best.
4771672,4771672,Escort,Positive,33374,26/11/2018 07:34,Seeking Services,"Very pretty, sensual and felt geunuine GFE, will definately see again soon, Thanks Evelyn :)"
4771672,4771672,Escort,Positive,4585468,20/11/2018 20:04,Seeking Services,"Absolutely stunning lady with a great personality, you just can;t get enough!"
4771672,4771672,Escort,Positive,Member Not Active,18/10/2018 16:09,Seeking Services,"Lovely friendly lady, fab perky big tits with sweet pink areolas, provided great service and excellent oral sucking and swallowed few times. Recommended."
4771672,4771672,Escort,Positive,3933182,15/10/2018 07:19,Seeking Services,"Beautiful, naughty young lady, very friendly, highly recommended."
4771672,4771672,Escort,Positive,3596060,14/10/2018 08:07,Seeking Services,Another amazing time with my perfect woman really cannot wait to see her again so beautiful and so passionate I cannot get enough of her xxx
4771672,4771672,Escort,Positive,2772220,10/04/2018 21:11,Seeking Services,"What an amazing lady... So sexy, sensual and intelligent. I want more ;-)"
4771672,4771672,Escort,Positive,3596060,10/03/2018 21:24,Seeking Services,"Evelyn was just amazing! Phenomenal doesn’t even do her justice she’s beautiful, passionate, sexy and so much more xxxxxx"
4771672,4771672,Escort,"Feedback
Only",824969,19/09/2018 14:57,Seeking Services,Evelyn was lovely - she tried hard to make me happy. Would recommend.
4771672,4771672,Escort,Positive,3348840,09/06/2018 22:58,Seeking Services,This was a lovely and sensual experience. French kissing and GFE were outstanding. Hard to beat it if you like kissing and closeness with your lover.
4771672,4771672,Escort,Positive,331906,16/08/2018 09:56,Seeking Services,"Evelyn is a young and beautiful lady, fantastic body, gorgeous pert breasts with lovely nipples, tastes as sweet as honey. Wonderful GFE full of passion TY XxX"
4771672,4771672,Escort,Positive,67530,08/12/2018 17:33,Seeking Services,"An amazing meeting with a lovely lady. Sexy, naughty, reliable and beautiful. Excellent in all respects. 10/10"
4771672,4771672,Escort,Positive,2521923,08/11/2018 22:02,Seeking Services,Evelyn is not only beautiful and sexy - but also a very skilled lover! Our one hour encounter was honestly one of the best I have had in several years! I
4771672,4771672,Escort,Positive,1396958,08/03/2018 18:42,Seeking Services,"A perfect afternoon with a gorgeous young lady - kind, soft, sweet and caring - be gentle and you'll reap the most amazing reward!"
5277231,5277231,Escort,Positive,5344640,08/12/2019 19:11,Seeking Services,Friendly welcoming and naughty :)
5277231,5277231,Escort,Positive,5286196,17/07/2019 23:45,Seeking Services,Good communications. Very bubbly and friendly. Had a good time and look forward to seeing her again in future
5277231,5277231,Escort,Positive,4659987,07/10/2019 00:43,Seeking Services,"Chatting relaxed and sexy, lovely last minute booking thank you look forward to next time xx"
5277231,5277231,Escort,Positive,982092,07/09/2019 23:06,Seeking Services,"Simply exquisite!..A wonderfully fresh, vivacious young woman, brimming with fun and sexual charm. A delightful rendezvous to be continued soon X"
4627294,4627294,Escort,Positive,1274,12/08/2019 19:41,Seeking Services,Had another wonderful time with the amazing Alice. Always such fun to be with
4627294,4627294,Escort,Positive,4701255,12/03/2019 16:54,Seeking Services,Wondefful
4627294,4627294,Escort,Positive,4267890,12/01/2019 13:21,Seeking Services,Lovely sexy lady. Very kind and understanding. Great conversation. Had a fantastic afternoon with her.
4627294,4627294,Escort,Positive,1689658,30/11/2019 13:12,Seeking Services,Alice is very friendly and welcoming and put me completely at ease during our meeting. She did everything we agreed and I would definitely recommend her!
4627294,4627294,Escort,Positive,5494823,19/11/2019 00:46,Seeking Services,Absolutely Phenomenal. A gorgeous lady in every way and I definitely want to see her again.
4627294,4627294,Escort,Positive,1627001,17/11/2019 12:32,Seeking Services,I think I've found my new addiction. She is perfect in every way. I love her big ass. Could play with her all day. I'm already craving her again. 1000/10
4627294,4627294,Escort,Positive,4174002,11/07/2019 22:11,Seeking Services,Another incredible visit. Thanks for a an amazing afternoon
4627294,4627294,Escort,Positive,3140263,11/07/2019 12:29,Seeking Services,"Another great meet with an amazing lady, definitely recommend. Thanks for you're understanding with timings."
4627294,4627294,Escort,Positive,Member Not Active,11/04/2019 09:42,Seeking Services,"I had an amazing time with Al. Beautiful, friendly and intelligent she really knew how to please me &#128521; she was punctual and welcoming too. See you again"
4627294,4627294,Escort,Positive,3836033,23/10/2019 19:37,Seeking Services,Had a fantastic sexy time with Alice what a beautiful sexy lady will definitely book again if in her area thank you for a wonderful hour spent in your company x
4627294,4627294,Escort,Positive,3271897,20/10/2019 08:19,Seeking Services,Unique Lady
4627294,4627294,Escort,Positive,602,18/10/2019 10:06,Seeking Services,"Really good time, fun and intelligent. Also want to please, and she did :-). I will be back."
4627294,4627294,Escort,Positive,1000116,10/12/2019 15:58,Seeking Services,"Lovely exotic lady, responsive to my needs, sensual and relaxing time."
4627294,4627294,Escort,Positive,4321939,10/12/2019 15:50,Seeking Services,Wonderful relaxed time with a fantastic sexy woman.
4627294,4627294,Escort,Positive,4826750,21/09/2019 02:19,Seeking Services,"Another amazing time with an amazing lady, thank you Alice."
4627294,4627294,Escort,Positive,1274,18/09/2019 21:40,Seeking Services,Had another great time with Alice. Such a lovely lady and always fun to be with. Already looking forward to our next meet. xxx
4627294,4627294,Escort,Positive,Member Not Active,18/09/2019 20:10,Seeking Services,fantastic woman beautiful.I recommend
4627294,4627294,Escort,Positive,5349027,14/08/2019 07:45,Seeking Services,Had an awesome time with her!! xx
4627294,4627294,Escort,Positive,2091752,29/07/2019 10:10,Seeking Services,I’ve seen miss_loxly several times now. Beautiful and interesting woman and brilliant at what she does. Back soon!
4627294,4627294,Escort,Positive,965042,25/07/2019 12:35,Seeking Services,Pre arranged and agreed special session at which this talented lady used the extra special skills that she has which resulted in an ultra exciting meeting
4627294,4627294,Escort,Positive,4826750,19/07/2019 14:04,Seeking Services,"Wonderful time with Alice again, tried some new things which was amazing. Definitely will be back."
4627294,4627294,Escort,Positive,965042,18/07/2019 14:12,Seeking Services,"Re-run of a senario we did 3 years ago, but a lot more exciting due to new wardrobe, fantastic session"
4627294,4627294,Escort,Positive,3440861,16/07/2019 19:41,Seeking Services,"Alice is a beautiful person, very kind,accommodating and sensual. I spent a very nice hour with her and will definitely be back next time I?m in the area."
4627294,4627294,Escort,Positive,965042,07/09/2019 14:31,Seeking Services,"After over four years of regular visits she still thrills me to bits.honest, sincere & eager to please. 5 star service"
4627294,4627294,Escort,Positive,4636170,07/04/2019 03:07,Seeking Services,Wonderful! This girl is very kinky and met ALL my dark needs!
4627294,4627294,Escort,Positive,1490556,07/03/2019 20:45,Seeking Services,"A great time spent with a fun and fruity woman,would see again."
4627294,4627294,Escort,Positive,135732,07/02/2019 13:22,Seeking Services,"What can I say ? Miss Loxley is not only exotic in looks and style , but fantasy made real !"
4627294,4627294,Escort,"Feedback
Only",4959708,17/06/2019 22:13,Seeking Services,Have visited this lady a few time . She is the real deal what you could call the perfect women thanks
4627294,4627294,Escort,Positive,4978692,06/12/2019 16:18,Seeking Services,What a great hour spent with this super sexy lady. Fantastic session. To be repeated when I am back in the area..
4627294,4627294,Escort,Positive,5160025,18/05/2019 11:34,Seeking Services,"LOVELY GIRL, INTELLIGENT AND ATTENTIVE TO MY NEEDS"
4627294,4627294,Escort,Positive,3704384,15/05/2019 19:29,Seeking Services,Lovely and sexy lady who knows how to take care of her client. Highly recommend.
4627294,4627294,Escort,Positive,5121853,05/09/2019 16:40,Seeking Services,Wonderful sexy lady. Great comms and easy to get along with and skills to leave this guy very happy indeed. Couldn't be nicer. Top lady.
4627294,4627294,Escort,Positive,4174002,05/01/2019 18:24,Seeking Services,Absolutely perfect. If you’re looking for a truly sensual experience then look no further. Thanks for an amazing afternoon
4627294,4627294,Escort,Positive,303844,28/04/2019 00:25,Seeking Services,"fantastic meet, won;t go into details as did some niche things but all was great"
4627294,4627294,Escort,Positive,4607368,21/04/2019 11:43,Seeking Services,fantastic lovely lady very passionate had lots of fun would book again
4627294,4627294,Escort,Positive,5165424,19/04/2019 15:42,Seeking Services,"Lovely, warm and beautiful lady , my being a first timer Alice was very patient, great 1hr , will definitely be back soon"
4627294,4627294,Escort,Positive,2807835,13/04/2019 22:04,Seeking Services,Fantastic sexy lady in every way time went too quick can’t wait until the next meet
4627294,4627294,Escort,Positive,3690675,04/02/2019 19:27,Seeking Services,What an amazing women Miss loxly is. Her hands have a magic touch xx can't wait to next time x
4627294,4627294,Escort,Positive,4826750,21/03/2019 18:50,Seeking Services,"Alice is an amazing lady, extremely friendly putting you at ease. Wonderful time with her and will definitely be back again"
4627294,4627294,Escort,Positive,2780208,27/02/2019 16:34,Seeking Services,Great hour with a great lady. Knows how to please and genuinely enjoyed our time.
4627294,4627294,Escort,Positive,1274,21/01/2019 14:06,Seeking Services,Alice is a delightful woman to spend time with. Made me feel really special. Cannot wait to see again xx
4627294,4627294,Escort,"Feedback
Only",Member Not Active,01/10/2019 22:00,Seeking Services,"Funny, bright, chatty and interesting tattoos!"
4627294,4627294,Escort,Positive,2004505,12/01/2018 10:07,Seeking Services,"Wonderful time had by all, sexy fun Lady, would love to see again xxx"
4627294,4627294,Escort,Positive,4703187,28/10/2018 08:45,Seeking Services,"Alice was an absolute pleasure to meet, and is extremely good at what she does. Definitely planning to book again!"
4627294,4627294,Escort,"Feedback
Only",2680662,17/10/2018 19:11,Seeking Services,Could not make it as I was ill..... another time soon xxx
4627294,4627294,Escort,Positive,4163763,10/05/2018 08:16,Seeking Services,"She's a gem and truly magnificent in every way , its a thumbs up from me ."
4627294,4627294,Escort,"Feedback
Only",2680662,19/09/2018 17:42,Seeking Services,"Could not make this meeting due to work commitments my end, god comms will meet up soon xxxx"
4627294,4627294,Escort,Positive,520328,31/08/2018 16:58,Seeking Services,"Fantastic time, a very pretty lady with great curves. Superb oral and others likes as stated. Can’t wait to see again x"
4627294,4627294,Escort,Positive,3597101,28/08/2018 11:49,Seeking Services,Alice is a great GFE lover and very responsive too. I had a great time and cumming in here mouth at the end was the cherry on the cake.
4627294,4627294,Escort,"Feedback
Only",Member Not Active,08/11/2018 07:23,Seeking Services,Amazing time we a very sexual woman ....loved your relaxed personality and sexy nature!
4627294,4627294,Escort,Positive,2607567,08/10/2018 13:41,Seeking Services,Amazing first time with Alice. Will be back for more filthy fun x
4627294,4627294,Escort,Positive,1197469,23/07/2018 14:07,Seeking Services,Very enjoyable relaxing sensual 2 hours with Alice.
4627294,4627294,Escort,"Feedback
Only",3892944,07/08/2018 19:23,Seeking Services,Lovely lady delivers everything advertised on her menu.
4627294,4627294,Escort,Positive,4396279,23/06/2018 08:40,Seeking Services,Lovely sexy girl really turned me on so much must see again some time her silky white nickers and bra turned me on so much and kissing was great x
4627294,4627294,Escort,Positive,965042,14/06/2018 10:30,Seeking Services,"Another very sensual, exciting and gratifying session with this exceptional top class lady"
4627294,4627294,Escort,Positive,2141691,06/02/2018 07:25,Seeking Services,Excellent communication with Alice and we met at the arranged time .Dressed as request and she looked amazing.Would highly recommend going to see her as you wi
4627294,4627294,Escort,Positive,965042,30/05/2018 21:44,Seeking Services,"After seeing her on a regular basis for over three years, she has come back after a short break and is still the best"
4627294,4627294,Escort,Positive,Member Not Active,29/05/2018 10:28,Seeking Services,A very enyoyable session with the beautiful Alice who did everything to please.
4627294,4627294,Escort,Positive,4136715,28/05/2018 21:03,Seeking Services,"Alice is a truly wonderful lady, extremely sexy & well presented. Very friendly & welcoming, She delivered as promised. Can't wait to see her again."
4627294,4627294,Escort,Positive,4521559,23/05/2018 15:25,Seeking Services,Amazing time beautiful woman her pictures do not do her justice and can she ever suck cock would highly recommend
4627294,4627294,Escort,Positive,694728,22/05/2018 16:28,Seeking Services,"Lovely to see Alice back on here again. Had a fantastic time as usual, great communication & very chatty and easy to talk to. Look forward to seeing you again."
4627294,4627294,Escort,Positive,4339971,13/05/2018 06:49,Seeking Services,Had a great time with Alice She's better than her profile makes out and very attentive
4627294,4627294,Escort,Positive,1166016,05/08/2018 08:55,Seeking Services,"enjoyed the hour with a lovely lady !! thenks, Alice xx steve"
4627294,4627294,Escort,Positive,1954016,18/04/2018 18:18,Seeking Services,Amazing time. Great to see you again. X
4627294,4627294,PhoneChat,Positive,5183004,29/10/2019 14:14,Seeking Services,So very sexy and horny xxx
4627294,4627294,PhoneChat,"Feedback
Only",5183004,29/10/2019 14:13,Seeking Services,So very sexy and horny
4627294,4627294,PhoneChat,Positive,3690675,30/03/2019 23:57,Seeking Services,Miss Loxly is amazing her voice is fabulous and seductive xx
2641882,2641882,Escort,Positive,2975505,21/05/2018 22:46,Seeking Services,"Lola's a special find on here, she's totally incredible, can't wait to see again x."
2641882,2641882,Escort,Positive,4421957,21/05/2018 11:10,Seeking Services,The most amazing girl on here. Stunning looks. A body built for sin and an absolute animal in bed and dead friendly out of it. I am owned !!!
2641882,2641882,Escort,Positive,Member Not Active,03/06/2018 13:24,Seeking Services,10
2641882,2641882,Escort,Positive,4421957,19/12/2017 23:14,Seeking Services,Blown away. The only girl I'all ever see on here. Absolutely stunning. So pretty. Animal in bed and a really lovely girl out of it. Can't wait to go back xxx
2641882,2641882,Escort,"Feedback
Only",1058278,12/10/2017 22:32,Seeking Services,"Had a fantastic time with Lola, she is sensual, sexy and great Fun. LOVED our time together!"
2641882,2641882,Escort,Positive,985317,29/11/2017 12:46,Seeking Services,an absolute sexy star. I had an amazing hour with Lola
2641882,2641882,Escort,Positive,4516,11/05/2017 18:00,Seeking Services,"An amazing time spent with a charming, sexy lady. Highly recommended."
2641882,2641882,Webcam,Positive,5379565,12/03/2019 13:25,Seeking Services,xxx
2641882,2641882,Webcam,Positive,4590330,30/11/2019 15:30,Seeking Services,"Great session, milked me x"
2641882,2641882,Webcam,Positive,332328,28/11/2019 18:42,Seeking Services,"Gorgeous sensual woman, very Willington please. Will be back"
2641882,2641882,Webcam,Positive,3619719,27/11/2019 10:00,Seeking Services,Amazing tits body a women I would marry
2641882,2641882,Webcam,Positive,1278247,17/11/2019 16:23,Seeking Services,wow
2641882,2641882,Webcam,Positive,58663,15/11/2019 15:07,Seeking Services,Sexy show with curves in all the right places. very Naughty
2641882,2641882,Webcam,Positive,5447920,11/08/2019 21:01,Seeking Services,Another sexy session with this sexy milf x
2641882,2641882,Webcam,Positive,5447920,11/08/2019 21:01,Seeking Services,Gets me so horny! xx
2641882,2641882,Webcam,Positive,5447920,11/08/2019 21:01,Seeking Services,WOW WOW WOW! Gets naughtier everytime x
2641882,2641882,Webcam,Positive,5070259,23/10/2019 22:55,Seeking Services,Hope you enjoyed the JOI and forced orgasms
2641882,2641882,Webcam,Positive,5449867,16/10/2019 10:20,Seeking Services,"Great chat with a wonderful lady , will be back"
2641882,2641882,Webcam,Positive,874497,10/12/2019 23:55,Seeking Services,I'd love to be seduced by Lola Lovemaker! DFK & making love together!
2641882,2641882,Webcam,Positive,874497,10/11/2019 23:59,Seeking Services,Luscious Lola's a gorgeous girl whom I'd love to DFK & make love to!
2641882,2641882,Webcam,Positive,658099,10/01/2019 19:11,Seeking Services,"Just stunning.......each time I see you, you are more attractive and more irresistible xx"
2641882,2641882,Webcam,Positive,3437456,30/09/2019 19:12,Seeking Services,"Very attentive, beautiful and sexy lady. Amazing tits. Will definitely be back!"
2641882,2641882,Webcam,Positive,Member Not Active,30/09/2019 08:51,Seeking Services,Lovely filthy chat with a great provider xx
2641882,2641882,Webcam,Positive,3878021,28/09/2019 01:09,Seeking Services,Incredibly beautiful woman. A pleasure to play with her
2641882,2641882,Webcam,Positive,5351037,25/09/2019 16:26,Seeking Services,Brilliant ;)
2641882,2641882,Webcam,Positive,5349233,25/09/2019 11:00,Seeking Services,Amazing! Love that body xx
2641882,2641882,Webcam,Positive,2232794,24/09/2019 14:26,Seeking Services,amazing lady xx
2641882,2641882,Webcam,Positive,592195,18/09/2019 22:00,Seeking Services,Seriously sexy!
2641882,2641882,Webcam,Positive,1287959,17/09/2019 19:48,Seeking Services,Sexy mami
2641882,2641882,Webcam,Positive,3197286,14/09/2019 23:49,Seeking Services,Wonderful as always. Lola is magnificent. We have been chatting for many years. She gets more sexy as the years go by
2641882,2641882,Webcam,Positive,4993342,26/08/2019 07:39,Seeking Services,The best mind fuck on can there is.x
2641882,2641882,Webcam,Positive,5070259,13/08/2019 22:50,Seeking Services,was such a vicious bitch to me :-)
2641882,2641882,Webcam,Positive,2136248,30/07/2019 10:02,Seeking Services,awsome time
2641882,2641882,Webcam,Positive,2136248,30/07/2019 10:02,Seeking Services,loved it hard
2641882,2641882,Webcam,Positive,Member Not Active,26/07/2019 16:22,Seeking Services,"Wow, fab fun thank you!"
2641882,2641882,Webcam,Positive,589711,17/07/2019 15:05,Seeking Services,"Had a great time with a very sexy, busty and naughty girl!"
2641882,2641882,Webcam,Positive,5209756,07/12/2019 16:08,Seeking Services,nice body and personality highly recommend
2641882,2641882,Webcam,Positive,5209756,07/12/2019 16:08,Seeking Services,nice body and personality highly recommend
2641882,2641882,Webcam,Positive,3926838,07/08/2019 14:10,Seeking Services,"So sexy, as usual ;)"
2641882,2641882,Webcam,Positive,1359539,07/05/2019 08:49,Seeking Services,Sexy as hell :) x
2641882,2641882,Webcam,Positive,2468054,07/05/2019 00:31,Seeking Services,Lots of naughty fun with Lola x
2641882,2641882,Webcam,Positive,4574539,30/06/2019 15:50,Seeking Services,"Fabulous sexy lady, great show! xxx"
2641882,2641882,Webcam,Positive,1453870,25/06/2019 09:40,Seeking Services,Always awesome x
2641882,2641882,Webcam,Positive,5132508,23/06/2019 16:34,Seeking Services,wow
2641882,2641882,Webcam,Positive,3197286,23/06/2019 00:36,Seeking Services,The most sexy amazing woman on this sight. I have cammed with her for nearly 5 years. She gets more erotic as time goes on.
2641882,2641882,Webcam,Positive,3926838,17/06/2019 17:22,Seeking Services,The best milf around! The day we meet will the best day ever!
2641882,2641882,Webcam,Positive,14367,15/06/2019 07:19,Seeking Services,Perfection personified. Amazing.
2641882,2641882,Webcam,Positive,3257549,14/06/2019 23:12,Seeking Services,Always a pleasure
2641882,2641882,Webcam,Positive,658099,14/06/2019 18:40,Seeking Services,Just truly gorgeous - Lola is everything I look for in a woman x
2641882,2641882,Webcam,Positive,3680633,13/06/2019 17:18,Seeking Services,great body
2641882,2641882,Webcam,Positive,1899715,06/11/2019 10:40,Seeking Services,"Wow!! Lola is the very best, that body is sensational. Puts on a great show and I cant wait to see again x"
2641882,2641882,Webcam,Positive,3587097,06/06/2019 14:27,Seeking Services,Stunning lady would love to meet her one day x
